v1,v2,v3,v4,v5,v6
ATV,,peer,KRID,KRID(name):(xxschema):,
ATV,,peer,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,,peer,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,,peer,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,,peer,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,,peer,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,,seq,KRID,KRID(name):(xxschema):,
ATV,,seq,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,,seq,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,,seq,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,,seq,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,,seq,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,,seq,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,,seq,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,,seq,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,d-schema,id,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,sequence,DeN,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,unbounded,maxOccurs,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,04/20/2020-1300,version,KRID,KRID(name):(xxschema):,
ATV,complexType,DeN,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(name):(xxschema):,
ATV,t1.xsd,FILE,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,t1.xsd,FILE,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,t1.xsd,FILE,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,t1.xsd,FILE,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,xxschema,name,KRID,KRID(name):(xxschema):,
ATV,x0x1,id,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(name):(xxschema):,
ATV,1,maxOccurs,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,1,maxOccurs,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,1,maxOccurs,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,1,maxOccurs,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,1,seq,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,1,previousPosition,KRID,KRID(name):(xxschema):,
ATV,1,minOccurs,KRID,KRID(name):(xxschema):,
ATV,1,minOccurs,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,1,minOccurs,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,1,minOccurs,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,1,minOccurs,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,0,minOccurs,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,0,parentKRID,KRID,KRID(name):(xxschema):,
ATV,3,position,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,3,previousPosition,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,3,parentKRID,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,2,position,KRID,KRID(name):(xxschema):,
ATV,2,seq,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,2,previousPosition,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,2,parentKRID,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,2,parentKRID,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,4,position,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,7,position,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,7,previousPosition,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,7,parentKRID,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,7,parentKRID,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,7,parentKRID,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,7,masterPU,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,7,masterPU,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,7,masterPU,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,6,previousPosition,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,9,position,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,8,position,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,8,previousPosition,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,8,parentKRID,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,schema,DeN,KRID,KRID(name):(xxschema):,
ATV,cx0,id,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,elementname,DeN,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,sx0,id,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,this is a simpler xtag xsd,value,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,this is the beginning tag,value,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,x0,id,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,annotation,DeN,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,annotation,DeN,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,a-schema,id,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATV,11,previousPosition,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,x0x5,id,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,13,position,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,13,previousPosition,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,13,parentKRID,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,13,parentKRID,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,12,position,KRID,KRID(id):(cx0)::-:1589851437.61,
ATV,12,previousPosition,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,12,parentKRID,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,15,position,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,14,position,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,14,previousPosition,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,17,previousPosition,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,tagx5,ref,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,18,position,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,documentation,DeN,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATV,documentation,DeN,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATV,tagx1,ref,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,tagx0,name,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,tagx0,value,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATV,element,DeN,KRID,KRID(id):(x0)::-:1589851437.61,
ATV,element,DeN,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,element,DeN,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,KRID(id):(x0)::-:1589851437.61,masterPKI,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATV,KRID(id):(x0)::-:1589851437.61,masterPKI,KRID,KRID(id):(sx0)::-:1589851437.61,
ATV,KRID(id):(x0)::-:1589851437.61,masterPKI,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATV,A-tagx0,id,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATV,D-tagx0,id,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ENDPOINT,11,,,,
ENDPOINT,10,,,,
ENDPOINT,15,,,,
ENDPOINT,14,,,,
ENDPOINT,17,,,,
ENDPOINT,16,,,,
ENDPOINT,19,,,,
ENDPOINT,5,,,,
ENDPOINT,6,,,,
ENDPOINT,20,,,,
ENDPOINT,21,,,,
UID,KRID(name):(xxschema):,,,,
UID,KRID(id):(x0x1)::-:1589851437.61,,,,
UID,KRID(id):(cx0)::-:1589851437.61,,,,
UID,KRID(id):(a-schema)::-:1589851437.6,,,,
UID,KRID(id):(d-schema)::-:1589851437.6,,,,
UID,KRID(id):(x0)::-:1589851437.61,,,,
UID,KRID(id):(D-tagx0)::-:1589851437.61,,,,
UID,KRID(id):(A-tagx0)::-:1589851437.61,,,,
UID,KRID(id):(sx0)::-:1589851437.61,,,,
UID,KRID(id):(x0x5)::-:1589851437.61,,,,
UID,KRID(DeN):(elementname)::-:1589851437.62,,,,
ATN,value,this is the beginning tag,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,value,this is a simpler xtag xsd,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,value,tagx0,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,name,xxschema,KRID,KRID(name):(xxschema):,
ATN,name,tagx0,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(name):(xxschema):,
ATN,minOccurs,1,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,minOccurs,1,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,minOccurs,1,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,minOccurs,1,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,minOccurs,0,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,masterPKI,KRID(id):(x0)::-:1589851437.61,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,masterPKI,KRID(id):(x0)::-:1589851437.61,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,masterPKI,KRID(id):(x0)::-:1589851437.61,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,previousPosition,11,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,previousPosition,13,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,previousPosition,12,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,previousPosition,14,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,previousPosition,17,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,previousPosition,1,KRID,KRID(name):(xxschema):,
ATN,previousPosition,3,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,previousPosition,2,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,previousPosition,7,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,previousPosition,6,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,previousPosition,8,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,masterPU,7,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,masterPU,7,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,masterPU,7,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(name):(xxschema):,
ATN,maxOccurs,1,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,maxOccurs,1,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,maxOccurs,1,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,maxOccurs,1,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,maxOccurs,unbounded,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,version,04/20/2020-1300,KRID,KRID(name):(xxschema):,
ATN,DeN,!--
file,POSITION,1,
ATN,DeN,elementname,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,DeN,elementname,POSITION,18,
ATN,DeN,/annotation,POSITION,11,
ATN,DeN,/annotation,POSITION,6,
ATN,DeN,sequence,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,DeN,sequence,POSITION,13,
ATN,DeN,/complexType,POSITION,17,
ATN,DeN,documentation,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,DeN,documentation,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,DeN,documentation,POSITION,9,
ATN,DeN,documentation,POSITION,4,
ATN,DeN,/element,POSITION,20,
ATN,DeN,/documentation,POSITION,10,
ATN,DeN,/documentation,POSITION,5,
ATN,DeN,element,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,DeN,element,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,DeN,element,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,DeN,element,POSITION,15,
ATN,DeN,element,POSITION,14,
ATN,DeN,element,POSITION,7,
ATN,DeN,/schema,POSITION,21,
ATN,DeN,complexType,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,DeN,complexType,POSITION,12,
ATN,DeN,/elementname,POSITION,19,
ATN,DeN,/sequence,POSITION,16,
ATN,DeN,annotation,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,DeN,annotation,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,DeN,annotation,POSITION,8,
ATN,DeN,annotation,POSITION,3,
ATN,DeN,schema,KRID,KRID(name):(xxschema):,
ATN,DeN,schema,POSITION,2,
ATN,FILE,t1.xsd,KRID,KRID(name):(xxschema):,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,FILE,t1.xsd,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,FILE,t1.xsd,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,peer,,KRID,KRID(name):(xxschema):,
ATN,peer,,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,peer,,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,peer,,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,peer,,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,peer,,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,position,13,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,position,12,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,position,15,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,position,14,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,position,18,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,position,3,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,position,2,KRID,KRID(name):(xxschema):,
ATN,position,4,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,position,7,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,position,9,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,position,8,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,ref,tagx5,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,ref,tagx1,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,id,cx0,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,id,x0x5,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,id,d-schema,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,id,x0x1,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,id,sx0,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,id,A-tagx0,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,id,x0,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,id,D-tagx0,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,id,a-schema,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,seq,,KRID,KRID(name):(xxschema):,
ATN,seq,,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,seq,,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,seq,,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,seq,,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,seq,,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
ATN,seq,,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,seq,,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,seq,,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,seq,1,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,seq,2,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,parentPosition,13,KRID,KRID(id):(x0x1)::-:1589851437.61,
ATN,parentPosition,13,KRID,KRID(id):(x0x5)::-:1589851437.61,
ATN,parentPosition,12,KRID,KRID(id):(sx0)::-:1589851437.61,
ATN,parentPosition,0,KRID,KRID(name):(xxschema):,
ATN,parentPosition,3,KRID,KRID(id):(d-schema)::-:1589851437.6,
ATN,parentPosition,2,KRID,KRID(id):(x0)::-:1589851437.61,
ATN,parentPosition,2,KRID,KRID(id):(a-schema)::-:1589851437.6,
ATN,parentPosition,7,KRID,KRID(id):(A-tagx0)::-:1589851437.61,
ATN,parentPosition,7,KRID,KRID(DeN):(elementname)::-:1589851437.62,
ATN,parentPosition,7,KRID,KRID(id):(cx0)::-:1589851437.61,
ATN,parentPosition,8,KRID,KRID(id):(D-tagx0)::-:1589851437.61,
previousPosition,11,ATN,position,12,
previousPosition,10,ATN,position,11,
previousPosition,13,ATN,position,14,
previousPosition,12,ATN,position,13,
previousPosition,15,ATN,position,16,
previousPosition,14,ATN,position,15,
previousPosition,17,ATN,position,18,
previousPosition,16,ATN,position,17,
previousPosition,19,ATN,position,20,
previousPosition,18,ATN,position,19,
previousPosition,20,ATN,position,21,
previousPosition,1,ATN,position,2,
previousPosition,0,ATN,position,1,
previousPosition,3,ATN,position,4,
previousPosition,2,ATN,position,3,
previousPosition,5,ATN,position,6,
previousPosition,4,ATN,position,5,
previousPosition,7,ATN,position,8,
previousPosition,6,ATN,position,7,
previousPosition,9,ATN,position,10,
previousPosition,8,ATN,position,9,
KRID,KRID(name):(xxschema):,ATN,name,xxschema,
KRID,KRID(name):(xxschema):,ATN,minOccurs,1,
KRID,KRID(name):(xxschema):,ATN,previousPosition,1,
KRID,KRID(name):(xxschema):,ATN,KRID,KRID(name):(xxschema):,
KRID,KRID(name):(xxschema):,ATN,maxOccurs,1,
KRID,KRID(name):(xxschema):,ATN,version,04/20/2020-1300,
KRID,KRID(name):(xxschema):,ATN,DeN,schema,
KRID,KRID(name):(xxschema):,ATN,FILE,t1.xsd,
KRID,KRID(name):(xxschema):,ATN,peer,,
KRID,KRID(name):(xxschema):,ATN,position,2,
KRID,KRID(name):(xxschema):,ATN,seq,,
KRID,KRID(name):(xxschema):,ATN,parentKRID,,
KRID,KRID(name):(xxschema):,ATN,parentPosition,0,
KRID,KRID(name):(xxschema):,ATV,,peer,
KRID,KRID(name):(xxschema):,ATV,,seq,
KRID,KRID(name):(xxschema):,ATV,xxschema,name,
KRID,KRID(name):(xxschema):,ATV,04/20/2020-1300,version,
KRID,KRID(name):(xxschema):,ATV,t1.xsd,FILE,
KRID,KRID(name):(xxschema):,ATV,1,maxOccurs,
KRID,KRID(name):(xxschema):,ATV,1,previousPosition,
KRID,KRID(name):(xxschema):,ATV,1,minOccurs,
KRID,KRID(name):(xxschema):,ATV,0,parentPosition,
KRID,KRID(name):(xxschema):,ATV,2,position,
KRID,KRID(name):(xxschema):,ATV,schema,DeN,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,seq,1,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,minOccurs,0,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,masterPKI,KRID(id):(x0)::-:1589851437.61,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,previousPosition,13,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,masterPU,7,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,KRID,KRID(id):(x0x1)::-:1589851437.61,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,maxOccurs,1,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,DeN,element,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,FILE,t1.xsd,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,peer,,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,position,14,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,ref,tagx1,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,id,x0x1,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,parentKRID,KRID(id):(sx0)::-:1589851437.61,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATN,parentPosition,13,
KRID,KRID(id):(x0x1)::-:1589851437.61,ATV,,peer,
